Wavelength(nm),Spectral intensity (W m-2 nm-1),Reflection (Total),Reflection (External),Reflection (Escape),Absorption (Substrate),Absorption (Front films),Absorption (Rear films),Absorption (Detached reflector),Transmission,Pathlength enhancement factor (z)
814,0.9262499999999998,0.05456709956709956,0.05456709956709956,0,0.9454329002606358,0,0,0,0,1
816,0.8505,0.05742424242424242,0.05742424242424242,0,0.9425757573175053,0,0,0,0,1.0000000136901694
818,0.8480000000000001,0.07611111111111112,0.07611111111111112,0,0.9238888885090107,0,0,0,0,1.0000000026356168
820,0.9040000000000001,0.03539682539682539,0.03539682539682539,0,0.9646031740091423,0,0,0,0,1.0000000001790614
822,0.891,0.14484126984126983,0.14484126984126983,0,0.85515872940127,0,0,0,0,1.0000000042935429
824,0.8755,0.13817163228927934,0.13817163228927934,0,0.8618283666146984,0,0,0,0,1.0000000044465864
826,0.95275,0.10623015873015873,0.10623015873015873,0,0.893769839640736,0,0,0,0,1.0000000021134894
828,0.9007500000000002,0.05865800865800865,0.05865800865800865,0,0.9413419888870532,0,0,0,0,1
830,0.9185000000000001,0.10423853923853924,0.10423853923853924,0,0.8957614574248511,0,0,0,0,1.000000000295977
832,0.91475,0.06007326007326007,0.06007326007326007,0,0.9399267349841642,0,0,0,0,1
834,0.954,0.1273917748917749,0.1273917748917749,0,0.8726082186411677,0,0,0,0,1.000000000705976
836,0.9875,0.06011904761904761,0.06011904761904761,0,0.9398809425798407,0,0,0,0,1.0000000000804388
838,1,0.08505050505050506,0.08505050505050506,0,0.9149494815463501,0,0,0,0,1.000000000314961
840,1.007,0.07773559773559773,0.07773559773559773,0,0.9222643833161461,0,0,0,0,1.0000000000324358
842,0.9995,0.06989468864468865,0.06989468864468865,0,0.9301052845254183,0,0,0,0,1.0000000000561375
